"taxonid","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","scientific_name","taxonomic_authority","infra_rank","infra_name","population","category","main_common_name"
13307405,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes punctatus","Mocsáry, 1877",NA,NA,NA,"EN",NA
13307633,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes schmidi","Noskiewicz, 1962",NA,NA,NA,"LC",NA
13307677,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes senilis","(Eversmann, 1852)",NA,NA,NA,"DD",NA
13307696,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes sierrensis","Frey-Gessner, 1901",NA,NA,NA,"EN",NA
13307738,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes similis","Schenck, 1853",NA,NA,NA,"LC",NA
13307743,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes squamulosus","Noskiewicz, 1936",NA,NA,NA,"DD",NA
13307748,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes standfussi","Kuhlmann, 2003",NA,NA,NA,"DD",NA
13307769,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes succinctus","(Linnaeus, 1785)",NA,NA,NA,"NT",NA
13308901,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes tardus","Noskiewicz, 1936",NA,NA,NA,"DD",NA
13308966,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes tuberculatus","Morawitz, 1894",NA,NA,NA,"LC",NA
13309155,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes tuberculiger","Noskiewicz, 1936",NA,NA,NA,"LC",NA
13309203,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","COLLETIDAE","Colletes","Colletes wolfi","Kuhlmann, 1999",NA,NA,NA,"EN",NA
13310142,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Camptopoeum","Camptopoeum friesei","Mocsáry, 1894",NA,NA,NA,"LC",NA
13310463,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Camptopoeum","Camptopoeum frontale","(Fabricius, 1804)",NA,NA,NA,"DD",NA
13310581,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Camptopoeum","Camptopoeum nasutum","(Spinola, 1838)",NA,NA,NA,"DD",NA
13310980,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Camptopoeum","Camptopoeum variegatum","(Morawitz, 1876)",NA,NA,NA,"DD",NA
13311275,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Clavipanurgus","Clavipanurgus sculpturatus","(Morawitz, 1873)",NA,NA,NA,"DD",NA
13311381,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Flavipanurgus","Flavipanurgus flavus","(Friese, 1897)",NA,NA,NA,"LC",NA
13311391,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Flavipanurgus","Flavipanurgus fuzetus","Patiny, 1999",NA,NA,NA,"DD",NA
13311403,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Flavipanurgus","Flavipanurgus granadensis","(Warncke, 1987)",NA,NA,NA,"EN",NA
13311592,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Flavipanurgus","Flavipanurgus ibericus","(Warncke, 1972)",NA,NA,NA,"LC",NA
13311682,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Flavipanurgus","Flavipanurgus merceti","(Vachal, 1910)",NA,NA,NA,"DD",NA
13311712,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Flavipanurgus","Flavipanurgus venustus","(Erichson, 1835)",NA,NA,NA,"LC",NA
13317627,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Melitturga","Melitturga caudata","Pérez, 1879",NA,NA,NA,"LC",NA
13317630,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Melitturga","Melitturga clavicornis","(Latreille, 1808)",NA,NA,NA,"NT",NA
13317643,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Melitturga","Melitturga praestans","Giraud, 1861",NA,NA,NA,"DD",NA
13317666,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Melitturga","Melitturga spinosa","Morawitz, 1892",NA,NA,NA,"DD",NA
13317676,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Melitturga","Melitturga syriaca","Friese, 1899",NA,NA,NA,"DD",NA
13317731,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Melitturga","Melitturga taurica","Friese, 1922",NA,NA,NA,"DD",NA
13317742,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus albopilosus","(Lucas, 1849)",NA,NA,NA,"LC",NA
13317747,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus alpinus","(Warncke, 1972)",NA,NA,NA,"DD",NA
13317751,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus annulatus","(Sichel, 1859)",NA,NA,NA,"DD",NA
13317762,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus brullei","(Lepeletier, 1841)",NA,NA,NA,"DD",NA
13317921,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus herzi","Morawitz, 1892",NA,NA,NA,"DD",NA
13317943,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus labiatus","(Eversmann, 1852)",NA,NA,NA,"DD",NA
13317976,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus lactipennis","Friese, 1897",NA,NA,NA,"DD",NA
13317979,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus montanus","Giraud, 1861",NA,NA,NA,"DD",NA
13317983,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus romani","Aurivillius, 1914",NA,NA,NA,"DD",NA
13317994,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus schwarzi","(Warncke, 1972)",NA,NA,NA,"DD",NA
13318107,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurginus","Panurginus sericatus","(Warncke, 1972)",NA,NA,NA,"DD",NA
13318137,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus banksianus","(Kirby, 1802)",NA,NA,NA,"LC",NA
13318168,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus calcaratus","(Scopoli, 1763)",NA,NA,NA,"LC",NA
13318186,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus canarius","Warncke, 1972",NA,NA,NA,"LC",NA
13318189,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus canescens","Latreille, 1811",NA,NA,NA,"LC",NA
13318320,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus cephalotes","Latreille, 1811",NA,NA,NA,"LC",NA
13318331,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus corsicus","Warncke, 1972",NA,NA,NA,"DD",NA
13318340,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus dargius","Warncke, 1972",NA,NA,NA,"DD",NA
13318348,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus dentipes","Latreille, 1811",NA,NA,NA,"LC",NA
13318373,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus meridionalis","Patiny, Ortiz-Sánchez &amp; Michez, 2005",NA,NA,NA,"LC",NA
13318376,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus perezi","Saunders, 1882",NA,NA,NA,"LC",NA
13318379,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus pici","Pérez, 1895",NA,NA,NA,"DD",NA
13318400,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Panurgus","Panurgus siculus","Morawitz, 1871",NA,NA,NA,"DD",NA
13318434,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","ANDRENIDAE","Simpanurgus","Simpanurgus phyllopodus","(Warncke, 1972)",NA,NA,NA,"DD",NA
13318612,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina acuta","Friese, 1896",NA,NA,NA,"LC",NA
13318615,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina albosticta","Cockerell, 1931",NA,NA,NA,"DD",NA
13318618,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina bispinosa","Handlirsch, 1889",NA,NA,NA,"LC",NA
13318642,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina callosa","(Fabricius, 1794)",NA,NA,NA,"LC",NA
13318653,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina chalcites","Germar, 1839",NA,NA,NA,"LC",NA
13318663,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina chalybea","Chevrier, 1872",NA,NA,NA,"LC",NA
13318668,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina chrysomalla","Gerstäcker, 1869",NA,NA,NA,"LC",NA
13318671,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina cucurbitina","(Rossi, 1792)",NA,NA,NA,"LC",NA
13318680,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina cyanea","(Kirby, 1802)",NA,NA,NA,"LC",NA
13318758,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina cypriaca","Mavromoustakis, 1949",NA,NA,NA,"DD",NA
13318767,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina dallatorreana","Friese, 1896",NA,NA,NA,"LC",NA
13320153,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina dentiventris","Gerstäcker, 1869",NA,NA,NA,"LC",NA
13320156,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina gravidula","Gerstäcker, 1869",NA,NA,NA,"LC",NA
13320168,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina loewi","Gerstäcker, 1869",NA,NA,NA,"DD",NA
13320364,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina mandibularis","Friese, 1896",NA,NA,NA,"LC",NA
13320367,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina mocsaryi","Friese, 1896",NA,NA,NA,"LC",NA
13320391,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina moricei","Friese, 1899",NA,NA,NA,"LC",NA
13320395,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina nigroaenea","Gerstäcker, 1869",NA,NA,NA,"LC",NA
13320400,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina nigrolabiata","Friese, 1896",NA,NA,NA,"LC",NA
13320486,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina parvula","Smith, 1854",NA,NA,NA,"LC",NA
13320493,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina sakagamii","Terzo, 1998",NA,NA,NA,"DD",NA
13320496,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina saundersi","Daly, 1983",NA,NA,NA,"LC",NA
13320524,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina schwarzi","Kocourek, 1998",NA,NA,NA,"LC",NA
13320527,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina tarsata","Morawitz, 1872",NA,NA,NA,"DD",NA
13320615,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina teunisseni","Terzo and Rasmont, 1997",NA,NA,NA,"DD",NA
13320618,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina zandeni","Terzo, 1998",NA,NA,NA,"DD",NA
13320621,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Ceratina","Ceratina zwakhalsi","Terzo and Rasmont, 1997",NA,NA,NA,"DD",NA
13322069,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda albimana","Pérez, 1905",NA,NA,NA,"NT",NA
13322257,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda argentata","Panzer, 1809",NA,NA,NA,"NT",NA
13322280,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda braccata","Eversmann, 1852",NA,NA,NA,"EN",NA
13322351,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda cingulata","Erichson, 1835",NA,NA,NA,"LC",NA
13322359,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda crassicornis","Friese, 1896",NA,NA,NA,"LC",NA
13322486,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda dusmeti","Quilis, 1928",NA,NA,NA,"LC",NA
13322492,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda frieseana","Schletterer, 1890",NA,NA,NA,"EN",NA
13322495,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda hirtipes","(Fabricius, 1793)",NA,NA,NA,"LC",NA
13322507,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda iberica","Warncke, 1973",NA,NA,NA,"DD",NA
13322511,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda morotei","Quilis, 1928",NA,NA,NA,"LC",NA
13322514,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda pyriformis","Radoszkowski, 1887",NA,NA,NA,"LC",NA
13322520,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda pyrotrichia","Förster, 1855",NA,NA,NA,"LC",NA
13322527,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda sinuata","Pérez, 1895",NA,NA,NA,"DD",NA
13322530,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda spinigera","Kohl, 1905",NA,NA,NA,"EN",NA
13322533,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda suripes","(Christ, 1791)",NA,NA,NA,"EN",NA
13323504,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Dasypoda","Dasypoda visnaga","(Rossi, 1790)",NA,NA,NA,"LC",NA
13323697,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Macropis","Macropis europaea","Warncke, 1973",NA,NA,NA,"LC",NA
13323735,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Macropis","Macropis frivaldszkyi","Mocsáry, 1878",NA,NA,NA,"NT",NA
13323827,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Macropis","Macropis fulvipes","(Fabricius, 1804)",NA,NA,NA,"LC",NA
13323884,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta aegyptiaca","(Radoszkowski, 1891)",NA,NA,NA,"DD",NA
13323961,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta budensis","(Mocsary, 1878)",NA,NA,NA,"LC",NA
13323965,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta dimidiata","Morawitz, 1876",NA,NA,NA,"NT",NA
13324047,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta haemorrhoidalis","(Fabricius, 1775)",NA,NA,NA,"LC",NA
13324055,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta hispanica","Friese, 1900",NA,NA,NA,"VU",NA
13324172,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta iberica","Warncke, 1973",NA,NA,NA,"DD",NA
13324176,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta kastiliensis","Warncke, 1973",NA,NA,NA,"VU",NA
13324213,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta leporina","(Panzer, 1799)",NA,NA,NA,"LC",NA
13324218,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta maura","(Pérez, 1896)",NA,NA,NA,"DD",NA
13324607,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta melanura","(Nylander, 1852)",NA,NA,NA,"EN",NA
13324617,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta murciana","Warncke, 1973",NA,NA,NA,"DD",NA
13324620,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta nigricans","Alfken, 1905",NA,NA,NA,"LC",NA
13324623,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta schmiedeknechti","Friese, 1898",NA,NA,NA,"DD",NA
13324627,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta seitzi","Alfken, 1927",NA,NA,NA,"DD",NA
13324630,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta tomentosa","Friese, 1900",NA,NA,NA,"DD",NA
13324633,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta tricincta","Kirby, 1802",NA,NA,NA,"NT",NA
13324644,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","MELITTIDAE","Melitta","Melitta udmurtica","Sitdikov, 1986",NA,NA,NA,"DD",NA
13324890,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Xylocopa","Xylocopa cantabrita","Lepeletier, 1841",NA,NA,NA,"LC",NA
13325001,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Xylocopa","Xylocopa iris","(Christ, 1791)",NA,NA,NA,"LC",NA
13325061,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Xylocopa","Xylocopa olivieri","Lepeletier, 1841",NA,NA,NA,"LC",NA
13325229,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Xylocopa","Xylocopa valga","Gerstäcker, 1872",NA,NA,NA,"LC",NA
13325246,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","APIDAE","Xylocopa","Xylocopa violacea","(Linnaeus, 1758)",NA,NA,NA,"LC","Abeille perce-bois"
13325326,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Ceylalictus","Ceylalictus variegatus","(Olivier, 1789)",NA,NA,NA,"LC",NA
13325420,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus alfkenellus","Strand, 1909",NA,NA,NA,"DD",NA
13325423,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus asperulus","Pérez, 1895",NA,NA,NA,"DD",NA
13325437,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus brunnescens","(Eversmann, 1852)",NA,NA,NA,"DD",NA
13325442,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus carinthiacus","Blüthgen, 1936",NA,NA,NA,"EN",NA
13325451,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus centaureae","Ebmer, 1985",NA,NA,NA,"DD",NA
13325454,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus cephalicus","Morawitz, 1873",NA,NA,NA,"LC",NA
13325463,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus cochlearitarsis","Dours, 1872",NA,NA,NA,"LC",NA
13326742,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus concinnus","Brullé, 1839",NA,NA,NA,"LC",NA
13326748,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus confusus","Smith, 1853",NA,NA,NA,"LC",NA
13326767,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus consobrinus","Pérez, 1895",NA,NA,NA,"DD",NA
13326779,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus constantinensis","Strand, 1910",NA,NA,NA,"DD",NA
13326783,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus crenicornis","Blüthgen, 1923",NA,NA,NA,"DD",NA
13326787,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus cypricus","Blüthgen, 1937",NA,NA,NA,"DD",NA
13326798,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus fatsensis","Blüthgen, 1936",NA,NA,NA,"DD",NA
13326801,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus frontalis","Smith, 1853",NA,NA,NA,"LC",NA
13338000,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus fulvipes","(Klug, 1817)",NA,NA,NA,"LC",NA
13338014,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus fumatipennis","Blüthgen, 1923",NA,NA,NA,"DD",NA
13338017,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus gavarnicus","Pérez, 1903",NA,NA,NA,"LC",NA
13338021,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus gemmeus","Dours, 1872",NA,NA,NA,"LC",NA
13338030,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus graecus","Blüthgen, 1933",NA,NA,NA,"DD",NA
13338033,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus grossellus","Ebmer, 1978",NA,NA,NA,"DD",NA
13338036,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus gruenwaldti","Ebmer, 1975",NA,NA,NA,"DD",NA
13338039,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus holomelaenus","Blüthgen, 1936",NA,NA,NA,"DD",NA
13338042,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus inpilosus","Ebmer, 1975",NA,NA,NA,"DD",NA
13338045,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus jaramielicus","Blüthgen, 1923",NA,NA,NA,"DD",NA
13338054,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus kessleri","Bramson, 1879",NA,NA,NA,"LC",NA
13338059,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus langobardicus","Blüthgen, 1944",NA,NA,NA,"LC",NA
13338062,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus leucaheneus","Ebmer, 1972",NA,NA,NA,"VU",NA
13338086,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus luganicus","Blüthgen, 1936",NA,NA,NA,"DD",NA
13338089,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus lussinicus","Blüthgen, 1936",NA,NA,NA,"DD",NA
13338092,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus maculatus","Smith, 1848",NA,NA,NA,"LC",NA
13338095,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus mediterranellus","Strand, 1909",NA,NA,NA,"DD",NA
13338098,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus microcardia","Pérez, 1896",NA,NA,NA,"EN",NA
13338104,"ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","HALICTIDAE","Halictus","Halictus mucoreus","Eversmann, 1852",NA,NA,NA,"DD",NA
